Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2024-03-12T05:00,2.930,5.130,6.783,10.917,90.00,26.850
2024-03-12T05:30,2.819,4.530,6.531,11.397,85.00,26.850
2024-03-12T06:00,2.777,4.757,6.539,10.890,85.00,26.800
2024-03-12T06:30,3.025,4.998,6.832,10.989,80.00,26.800
2024-03-12T07:00,3.075,4.860,7.203,9.757,78.00,26.800
2024-03-12T07:30,2.998,4.820,7.307,11.228,92.00,26.800
2024-03-12T08:00,2.981,5.030,6.995,10.982,87.00,26.800
2024-03-12T08:30,2.879,5.320,7.043,11.433,81.00,26.750
2024-03-12T09:00,2.898,4.920,7.196,10.211,85.00,26.750
2024-03-12T09:30,3.066,6.110,6.973,11.117,88.00,26.800
2024-03-12T10:00,2.901,4.360,7.127,9.790,87.00,26.800
2024-03-12T10:30,3.048,5.340,6.937,11.787,81.00,26.800
2024-03-12T11:00,2.985,4.454,7.210,11.542,88.00,26.800
2024-03-12T11:30,2.897,5.400,6.672,10.929,80.00,26.800
2024-03-12T12:00,2.890,5.450,6.625,12.022,84.00,26.800
2024-03-12T12:30,2.968,5.350,7.073,11.926,78.00,26.800
2024-03-12T13:00,2.865,4.570,7.153,10.392,78.00,26.800
2024-03-12T13:30,2.932,4.963,6.878,11.839,78.00,26.800
2024-03-12T14:00,2.694,4.197,6.780,11.506,73.00,26.800
2024-03-12T14:30,2.987,4.911,6.844,11.508,90.00,26.800
2024-03-12T15:00,3.256,4.782,7.088,11.368,75.00,26.800
2024-03-12T15:30,3.261,5.580,7.039,11.361,66.00,26.750
2024-03-12T16:00,3.045,5.150,6.926,12.004,80.00,26.750
2024-03-12T16:30,2.981,5.590,6.743,11.539,94.00,26.750
2024-03-12T17:00,2.873,4.256,6.876,8.685,81.00,26.700
2024-03-12T17:30,2.805,5.250,6.544,10.865,87.00,26.700
2024-03-12T18:00,2.793,4.380,6.942,11.173,74.00,26.700
2024-03-12T18:30,2.695,4.380,6.551,10.277,85.00,26.700
2024-03-12T19:00,2.729,4.930,6.984,10.996,75.00,26.700
2024-03-12T19:30,2.507,4.452,6.379,11.868,84.00,26.650
2024-03-12T20:00,2.629,4.140,6.680,8.194,85.00,26.700
2024-03-12T20:30,2.799,4.300,6.762,11.819,75.00,26.650
2024-03-12T21:00,2.667,4.530,6.765,10.481,84.00,26.650
2024-03-12T21:30,2.773,5.066,6.423,10.942,85.00,26.650
2024-03-12T22:00,2.767,3.970,7.026,12.018,81.00,26.650
2024-03-12T22:30,2.556,4.060,6.761,8.821,75.00,26.600
2024-03-12T23:00,2.889,4.210,7.530,12.024,84.00,26.600
2024-03-12T23:30,2.595,4.700,6.839,10.967,77.00,26.650
2024-03-13T00:00,2.757,4.400,7.621,11.058,78.00,26.700
2024-03-13T00:30,2.817,4.450,6.980,12.068,73.00,26.700
2024-03-13T01:00,2.489,4.850,6.743,11.735,75.00,26.700
2024-03-13T01:30,2.522,4.310,6.631,12.124,84.00,26.700
2024-03-13T02:00,2.472,4.036,6.584,11.428,80.00,26.700
2024-03-13T02:30,2.623,4.750,6.830,10.963,84.00,26.700
2024-03-13T03:00,2.558,3.990,6.701,10.809,88.00,26.700
2024-03-13T03:30,2.524,4.110,6.753,11.353,87.00,26.700
2024-03-13T04:00,2.643,5.010,6.677,9.337,83.00,26.700
2024-03-13T04:30,2.672,4.790,6.981,11.296,81.00,26.700
2024-03-13T05:00,2.532,4.590,6.867,10.257,80.00,26.700
2024-03-13T05:30,2.791,4.580,6.999,11.320,75.00,26.700
2024-03-13T06:00,2.419,4.808,6.656,11.327,92.00,26.700
2024-03-13T06:30,2.712,3.800,6.800,9.780,87.00,26.700
2024-03-13T07:00,2.681,4.420,6.990,10.948,81.00,26.700
2024-03-13T07:30,2.616,4.700,6.804,11.593,90.00,26.750
2024-03-13T08:00,2.447,4.170,6.542,11.491,81.00,26.750
2024-03-13T08:30,2.470,4.460,6.513,11.997,87.00,26.750
2024-03-13T09:00,2.607,4.550,7.091,11.529,84.00,26.800
2024-03-13T09:30,2.842,4.940,6.853,10.874,88.00,26.800
2024-03-13T10:00,2.647,4.379,6.454,11.629,80.00,26.800
2024-03-13T10:30,2.725,3.890,6.948,11.009,80.00,26.800
2024-03-13T11:00,2.711,4.450,7.076,12.021,75.00,26.850
2024-03-13T11:30,2.736,4.080,6.665,11.798,83.00,26.850
2024-03-13T12:00,2.719,4.660,6.554,8.185,80.00,26.850
2024-03-13T12:30,2.694,4.600,6.993,10.900,78.00,26.900
2024-03-13T13:00,2.657,4.246,6.676,11.573,80.00,26.850
2024-03-13T13:30,2.565,3.848,6.863,9.796,81.00,26.850
2024-03-13T14:00,2.505,3.760,6.544,10.175,94.00,26.850
2024-03-13T14:30,2.533,3.930,6.370,10.721,83.00,26.850
2024-03-13T15:00,2.562,4.440,6.489,12.118,71.00,26.850
2024-03-13T15:30,2.595,4.420,6.525,10.151,88.00,26.850
2024-03-13T16:00,2.742,4.220,6.689,11.399,81.00,26.850
2024-03-13T16:30,2.539,4.160,6.203,10.738,73.00,26.850
2024-03-13T17:00,2.496,4.645,6.091,11.312,73.00,26.850
2024-03-13T17:30,2.563,3.808,6.411,10.459,84.00,26.850
2024-03-13T18:00,2.659,4.463,6.616,10.879,80.00,26.850
2024-03-13T18:30,2.957,6.210,7.217,11.428,81.00,26.850
2024-03-13T19:00,2.630,3.790,6.551,12.064,75.00,26.800
2024-03-13T19:30,2.625,4.870,6.616,12.093,78.00,26.800
2024-03-13T20:00,2.746,5.250,6.719,10.343,73.00,26.800
2024-03-13T20:30,2.515,3.957,6.135,9.279,81.00,26.800
2024-03-13T21:00,2.643,4.090,6.600,9.000,84.00,26.800
2024-03-13T21:30,2.590,4.260,7.061,10.897,83.00,26.800
2024-03-13T22:00,2.448,4.040,6.311,11.363,75.00,26.800
2024-03-13T22:30,2.525,4.410,6.922,11.876,81.00,26.800
2024-03-13T23:00,2.450,3.490,6.735,10.556,80.00,26.800
2024-03-13T23:30,2.478,3.750,6.755,10.335,80.00,26.800
2024-03-14T00:00,2.419,4.090,6.840,11.522,81.00,26.800
2024-03-14T00:30,2.623,4.840,7.051,11.552,83.00,26.800
2024-03-14T01:00,2.502,4.750,6.816,11.529,78.00,26.800
2024-03-14T01:30,2.451,3.880,7.054,12.111,87.00,26.800
2024-03-14T02:00,2.320,3.910,7.084,12.001,84.00,26.800
2024-03-14T02:30,2.462,3.430,6.987,8.867,80.00,26.800
2024-03-14T03:00,2.334,3.680,6.530,9.333,77.00,26.750
2024-03-14T03:30,2.160,4.260,6.330,9.383,84.00,26.750
2024-03-14T04:00,2.287,3.740,6.590,9.628,84.00,26.750
2024-03-14T04:30,2.430,3.880,6.852,12.055,78.00,26.750
2024-03-14T05:00,2.135,3.840,6.394,9.291,81.00,26.750
2024-03-14T05:30,2.231,3.810,6.891,11.936,77.00,26.700
2024-03-14T06:00,2.181,3.950,6.156,9.221,77.00,26.750
2024-03-14T06:30,2.197,3.490,6.849,12.029,81.00,26.750
2024-03-14T07:00,2.166,4.370,6.611,11.998,81.00,26.750
2024-03-14T07:30,2.294,3.410,6.510,8.518,80.00,26.750
2024-03-14T08:00,2.256,3.350,6.810,9.706,78.00,26.750
2024-03-14T08:30,2.443,4.160,6.795,10.898,87.00,26.750
2024-03-14T09:00,2.485,4.300,7.004,11.221,78.00,26.750
2024-03-14T09:30,2.459,4.450,6.901,10.827,80.00,26.750
2024-03-14T10:00,2.258,4.230,6.915,10.268,75.00,26.750
2024-03-14T10:30,2.244,3.940,6.347,9.735,80.00,26.750
2024-03-14T11:00,2.190,3.590,6.429,8.582,81.00,26.800
2024-03-14T11:30,2.182,3.280,6.458,10.976,83.00,26.850
2024-03-14T12:00,2.244,3.840,6.416,11.407,87.00,26.850
2024-03-14T12:30,2.230,3.410,6.660,11.606,88.00,26.850
2024-03-14T13:00,2.137,3.890,6.319,11.437,92.00,26.850
2024-03-14T13:30,2.168,3.450,6.584,9.422,85.00,26.850
2024-03-14T14:00,2.202,3.260,6.955,11.031,84.00,26.850
2024-03-14T14:30,2.165,4.670,6.867,8.896,88.00,26.850
2024-03-14T15:00,2.241,4.110,7.057,9.245,83.00,26.850
2024-03-14T15:30,2.024,3.930,6.822,9.755,81.00,26.900
2024-03-14T16:00,2.127,3.700,6.999,10.909,90.00,26.900
2024-03-14T16:30,1.990,2.830,6.518,10.869,83.00,26.900
2024-03-14T17:00,1.739,2.600,6.427,11.520,87.00,26.900
2024-03-14T17:30,1.880,2.970,6.644,9.900,88.00,26.850
2024-03-14T18:00,1.980,2.780,6.675,8.213,92.00,26.850
2024-03-14T18:30,1.985,3.110,6.954,8.869,81.00,26.850
2024-03-14T19:00,1.884,2.940,6.840,10.232,99.00,26.850
2024-03-14T19:30,1.939,3.400,6.695,10.983,75.00,26.850
2024-03-14T20:00,1.905,2.840,6.762,8.143,99.00,26.850
2024-03-14T20:30,1.854,3.190,6.874,9.672,85.00,26.850
2024-03-14T21:00,1.862,3.400,6.469,8.639,108.00,26.800
2024-03-14T21:30,1.753,3.020,6.718,7.578,90.00,26.850
2024-03-14T22:00,2.097,3.750,7.505,10.909,102.00,26.800
2024-03-14T22:30,2.092,3.540,7.133,9.829,88.00,26.800
2024-03-14T23:00,2.048,3.110,7.295,11.097,91.00,26.800
2024-03-14T23:30,1.979,3.590,7.097,11.268,87.00,26.800
2024-03-15T00:00,1.857,3.130,6.940,11.386,91.00,26.800
2024-03-15T00:30,1.956,3.550,6.753,11.131,88.00,26.800
2024-03-15T01:00,1.843,3.030,7.198,10.850,85.00,26.800
2024-03-15T01:30,1.783,2.990,6.919,11.461,91.00,26.800
2024-03-15T02:00,1.789,2.790,7.038,11.217,90.00,26.750
2024-03-15T02:30,1.753,2.680,6.761,11.322,88.00,26.750
2024-03-15T03:00,1.593,2.620,6.982,11.481,84.00,26.750
2024-03-15T03:30,1.641,2.780,6.820,11.288,97.00,26.750
2024-03-15T04:00,1.642,2.560,6.736,10.792,98.00,26.750
2024-03-15T04:30,1.619,2.600,6.624,11.111,87.00,26.750
2024-03-15T05:00,1.599,2.770,6.707,10.329,104.00,26.700
2024-03-15T05:30,1.477,2.690,6.424,11.293,95.00,26.700
2024-03-15T06:00,1.570,2.600,6.407,10.842,92.00,26.700
2024-03-15T06:30,1.642,3.000,6.458,10.864,90.00,26.700
2024-03-15T07:00,1.724,3.100,6.689,8.185,78.00,26.700
2024-03-15T07:30,1.633,2.480,6.356,10.315,91.00,26.700
2024-03-15T08:00,1.690,2.380,6.700,10.736,98.00,26.700
2024-03-15T08:30,1.697,3.280,6.722,10.601,91.00,26.750
2024-03-15T09:00,1.653,3.000,6.226,10.411,80.00,26.750
2024-03-15T09:30,1.479,2.700,5.774,7.844,74.00,26.750
2024-03-15T10:00,1.669,2.810,6.396,10.596,88.00,26.750
2024-03-15T10:30,1.584,2.660,6.192,10.726,83.00,26.800
2024-03-15T11:00,1.594,2.570,5.821,10.736,104.00,26.800
2024-03-15T11:30,1.433,2.200,5.758,8.962,84.00,26.800
2024-03-15T12:00,1.512,2.610,5.905,10.447,71.00,26.850
2024-03-15T12:30,1.487,2.650,5.941,9.435,87.00,26.850
2024-03-15T13:00,1.603,2.450,6.373,9.808,87.00,26.850
2024-03-15T13:30,1.558,2.640,6.363,10.765,78.00,26.900
2024-03-15T14:00,1.417,2.210,5.801,9.391,94.00,26.900
2024-03-15T14:30,1.509,2.340,5.934,9.690,74.00,26.950
2024-03-15T15:00,1.443,2.440,5.438,9.833,74.00,26.950
2024-03-15T15:30,1.487,2.330,5.529,10.173,78.00,26.950
2024-03-15T16:00,1.487,2.480,5.274,9.689,73.00,26.900
2024-03-15T16:30,1.737,2.539,5.326,8.193,90.00,26.850
2024-03-15T17:00,1.720,2.616,5.076,5.347,132.00,26.850
2024-03-15T17:30,1.871,2.910,5.384,5.769,136.00,26.800
2024-03-15T18:00,1.930,3.110,5.297,5.807,135.00,26.800
2024-03-15T18:30,1.918,3.560,5.489,5.631,125.00,26.800
2024-03-15T19:00,1.945,3.215,5.483,6.031,128.00,26.750
2024-03-15T19:30,1.945,2.840,5.195,5.793,132.00,26.750
2024-03-15T20:00,2.011,3.272,5.502,10.284,144.00,26.750
2024-03-15T20:30,1.978,3.329,5.226,10.167,84.00,26.700
2024-03-15T21:00,2.049,3.490,5.485,5.947,83.00,26.700
2024-03-15T21:30,2.083,4.240,5.535,6.826,139.00,26.700
2024-03-15T22:00,2.025,3.247,5.247,5.818,126.00,26.700
2024-03-15T22:30,2.135,3.540,5.530,5.934,135.00,26.700
2024-03-15T23:00,2.107,3.310,5.643,5.765,135.00,26.650
2024-03-15T23:30,2.198,4.308,5.593,6.345,120.00,26.650
2024-03-16T00:00,2.228,3.863,5.529,5.782,125.00,26.600
2024-03-16T00:30,2.231,3.643,5.384,7.373,130.00,26.600
2024-03-16T01:00,2.226,4.020,5.666,7.043,137.00,26.550
2024-03-16T01:30,2.188,3.447,5.565,7.309,129.00,26.550
2024-03-16T02:00,2.197,3.380,5.574,5.973,118.00,26.500
2024-03-16T02:30,2.205,3.632,5.531,7.274,120.00,26.500
2024-03-16T03:00,2.220,4.099,5.668,6.983,123.00,26.450
2024-03-16T03:30,2.148,3.739,5.657,7.826,108.00,26.450
2024-03-16T04:00,2.157,3.710,5.914,7.869,108.00,26.450
2024-03-16T04:30,2.231,3.520,5.618,8.515,115.00,26.400
2024-03-16T05:00,2.210,3.780,5.716,9.749,87.00,26.400
2024-03-16T05:30,2.289,4.253,5.973,8.195,105.00,26.350
2024-03-16T06:00,2.259,3.310,5.710,8.895,102.00,26.350
2024-03-16T06:30,2.215,3.442,5.600,9.368,105.00,26.350
2024-03-16T07:00,2.234,3.500,5.776,9.306,108.00,26.350
2024-03-16T07:30,2.153,4.367,5.525,6.865,102.00,26.350
2024-03-16T08:00,2.053,3.190,5.764,8.596,104.00,26.350
2024-03-16T08:30,2.243,4.600,5.999,9.677,101.00,26.300
2024-03-16T09:00,2.049,3.450,5.891,9.304,102.00,26.350
2024-03-16T09:30,2.156,3.440,5.825,9.025,106.00,26.350
2024-03-16T10:00,2.147,3.620,5.671,10.198,105.00,26.400
2024-03-16T10:30,1.994,3.070,5.770,9.865,108.00,26.400
2024-03-16T11:00,2.087,3.187,5.696,10.700,113.00,26.400
2024-03-16T11:30,2.070,3.620,6.289,10.801,113.00,26.450
2024-03-16T12:00,2.059,3.180,5.986,10.382,119.00,26.500
2024-03-16T12:30,2.023,4.130,5.655,10.146,120.00,26.500
2024-03-16T13:00,2.234,3.550,6.373,10.743,112.00,26.550
2024-03-16T13:30,1.998,3.110,5.826,10.127,106.00,26.550
2024-03-16T14:00,1.973,3.670,5.647,10.869,108.00,26.600
2024-03-16T14:30,2.051,3.096,5.653,10.396,97.00,26.600
2024-03-16T15:00,2.047,3.800,5.735,8.904,109.00,26.600
2024-03-16T15:30,2.220,3.500,6.287,10.690,115.00,26.600
2024-03-16T16:00,2.165,3.080,6.043,10.103,120.00,26.600
2024-03-16T16:30,2.084,3.680,5.582,9.706,106.00,26.600
2024-03-16T17:00,2.178,3.610,5.955,10.728,108.00,26.600
2024-03-16T17:30,2.057,3.141,5.592,10.963,111.00,26.550
2024-03-16T18:00,1.953,3.068,5.626,10.761,118.00,26.550
2024-03-16T18:30,2.019,3.270,5.733,10.913,111.00,26.550
2024-03-16T19:00,2.010,3.010,6.130,11.934,105.00,26.550
2024-03-16T19:30,2.074,3.460,6.115,10.278,116.00,26.550
2024-03-16T20:00,1.992,3.120,6.075,8.179,119.00,26.550
2024-03-16T20:30,1.922,3.360,5.749,11.535,112.00,26.550
2024-03-16T21:00,1.994,3.000,5.845,11.457,101.00,26.550
2024-03-16T21:30,2.080,3.380,6.364,11.371,113.00,26.500
2024-03-16T22:00,2.115,3.540,6.001,11.052,111.00,26.550
2024-03-16T22:30,2.049,3.720,5.930,10.871,119.00,26.500
2024-03-16T23:00,1.966,3.410,5.838,10.735,118.00,26.500
2024-03-16T23:30,1.769,2.730,5.723,11.054,118.00,26.550
2024-03-17T00:00,1.846,2.690,5.819,10.440,112.00,26.500
2024-03-17T00:30,1.817,2.870,6.024,11.034,122.00,26.500
2024-03-17T01:00,2.010,3.200,6.308,10.851,105.00,26.500
2024-03-17T01:30,1.777,2.650,5.869,7.507,116.00,26.500
2024-03-17T02:00,1.828,3.160,5.870,8.921,108.00,26.500
2024-03-17T02:30,1.829,3.050,5.700,8.663,99.00,26.450
2024-03-17T03:00,1.934,3.060,5.871,7.826,113.00,26.500
2024-03-17T03:30,1.914,2.970,5.924,10.857,116.00,26.450
2024-03-17T04:00,1.798,2.890,5.829,9.285,112.00,26.450
2024-03-17T04:30,1.782,2.940,6.015,9.334,111.00,26.400
2024-03-17T05:00,1.772,2.840,5.560,8.862,122.00,26.350
2024-03-17T05:30,1.767,3.020,5.601,9.136,111.00,26.300
2024-03-17T06:00,1.775,3.320,5.644,9.354,112.00,26.250
2024-03-17T06:30,1.799,3.270,5.866,8.183,113.00,26.250
2024-03-17T07:00,1.753,2.890,5.951,8.192,104.00,26.300
2024-03-17T07:30,1.746,3.040,5.915,7.983,105.00,26.350
2024-03-17T08:00,1.723,3.250,5.743,9.413,104.00,26.400
2024-03-17T08:30,1.681,2.750,5.923,8.200,102.00,26.450
2024-03-17T09:00,1.799,2.890,5.896,9.389,104.00,26.450
2024-03-17T09:30,1.828,3.060,6.096,9.610,116.00,26.500
2024-03-17T10:00,1.689,2.730,5.942,9.306,112.00,26.500
2024-03-17T10:30,1.579,2.400,5.687,8.136,108.00,26.550
2024-03-17T11:00,1.591,3.030,5.960,9.710,113.00,26.600
2024-03-17T11:30,1.566,2.550,5.925,8.554,104.00,26.650
2024-03-17T12:00,1.604,2.890,6.103,8.919,115.00,26.650
2024-03-17T12:30,1.695,2.960,6.137,9.387,106.00,26.700
2024-03-17T13:00,1.653,2.490,6.090,8.514,111.00,26.700
2024-03-17T13:30,1.582,2.560,6.292,8.941,105.00,26.750
2024-03-17T14:00,1.563,3.160,6.130,8.949,109.00,26.800
2024-03-17T14:30,1.569,2.420,6.156,8.937,105.00,26.800
2024-03-17T15:00,1.588,2.570,6.266,8.187,90.00,26.850
2024-03-17T15:30,1.534,3.100,6.113,7.575,99.00,26.850
2024-03-17T16:00,1.653,3.020,6.470,9.248,109.00,26.800
2024-03-17T16:30,1.548,3.120,6.113,9.305,106.00,26.800
2024-03-17T17:00,1.692,2.940,6.463,9.751,118.00,26.800
2024-03-17T17:30,1.540,2.630,6.411,9.299,125.00,26.750
2024-03-17T18:00,1.652,2.600,6.437,7.878,104.00,26.700
2024-03-17T18:30,1.654,2.950,6.362,8.198,99.00,26.700
2024-03-17T19:00,1.701,3.070,6.025,8.562,101.00,26.650
2024-03-17T19:30,1.801,2.810,5.877,8.816,113.00,26.700
2024-03-17T20:00,1.887,3.400,5.994,8.159,95.00,26.650
2024-03-17T20:30,1.984,2.780,6.283,9.743,104.00,26.650
2024-03-17T21:00,2.031,4.160,6.144,9.218,95.00,26.650
2024-03-17T21:30,1.861,2.790,6.047,8.527,99.00,26.650
2024-03-17T22:00,1.831,2.610,6.443,8.913,101.00,26.600
2024-03-17T22:30,1.810,2.810,6.278,9.203,98.00,26.600
2024-03-17T23:00,2.014,3.710,6.730,9.038,97.00,26.650
2024-03-17T23:30,2.036,3.120,6.707,9.604,102.00,26.600
2024-03-18T00:00,2.098,3.320,6.849,9.023,104.00,26.300
2024-03-18T00:30,1.981,3.310,7.075,8.917,104.00,25.900
2024-03-18T01:00,2.011,3.570,7.039,9.228,98.00,25.700
2024-03-18T01:30,1.991,3.260,7.031,9.313,98.00,25.500
2024-03-18T02:00,1.854,3.430,6.485,9.304,97.00,26.050
2024-03-18T02:30,1.943,3.480,6.634,9.336,102.00,26.200
2024-03-18T03:00,1.886,3.640,6.572,8.771,108.00,26.250
2024-03-18T03:30,1.824,2.980,6.884,8.960,95.00,26.450
2024-03-18T04:00,1.988,3.630,6.578,9.159,102.00,26.450
2024-03-18T04:30,1.894,3.350,6.075,9.247,101.00,26.500
2024-03-18T05:00,1.850,3.610,6.071,9.246,104.00,26.500
2024-03-18T05:30,1.815,3.130,6.367,8.791,105.00,26.500
2024-03-18T06:00,1.875,2.880,6.819,9.095,97.00,26.500
2024-03-18T06:30,1.890,3.060,7.007,9.177,85.00,26.500
2024-03-18T07:00,2.007,3.260,6.955,8.896,95.00,26.450
2024-03-18T07:30,1.970,3.280,6.970,8.631,90.00,26.450
2024-03-18T08:00,1.882,2.970,6.822,8.493,90.00,26.450
2024-03-18T08:30,1.806,2.890,6.625,8.532,95.00,26.450
2024-03-18T09:00,1.904,2.860,6.943,8.946,98.00,26.450
2024-03-18T09:30,1.686,3.060,6.725,8.896,97.00,26.450
2024-03-18T10:00,1.663,2.750,6.927,8.499,87.00,26.450
2024-03-18T10:30,1.676,3.430,6.755,8.558,90.00,26.500
2024-03-18T11:00,1.907,3.070,7.305,14.836,94.00,26.550
2024-03-18T11:30,1.753,2.720,6.923,8.920,122.00,26.600
2024-03-18T12:00,1.713,2.700,6.790,15.949,87.00,26.650
2024-03-18T12:30,1.633,2.510,7.017,8.721,118.00,26.700
2024-03-18T13:00,1.654,2.810,6.514,8.569,81.00,26.750
2024-03-18T13:30,1.621,2.810,6.680,8.546,91.00,26.800
2024-03-18T14:00,1.640,2.640,6.782,8.203,91.00,26.850
2024-03-18T14:30,1.648,2.520,6.374,8.509,126.00,26.900
2024-03-18T15:00,1.655,2.600,6.758,8.508,84.00,26.900
2024-03-18T15:30,1.654,2.750,6.733,8.829,81.00,26.900
2024-03-18T16:00,1.501,2.760,6.383,8.604,126.00,26.900
2024-03-18T16:30,1.639,2.530,6.919,8.866,85.00,26.800
2024-03-18T17:00,1.501,2.160,6.689,8.164,81.00,26.750
2024-03-18T17:30,1.544,2.550,7.264,8.726,90.00,26.700
2024-03-18T18:00,1.492,2.310,6.963,7.857,87.00,26.700
2024-03-18T18:30,1.570,2.420,6.885,15.920,84.00,26.700
2024-03-18T19:00,1.453,2.170,7.011,8.587,88.00,26.650
2024-03-18T19:30,1.566,2.190,7.153,8.639,88.00,26.650
2024-03-18T20:00,1.440,2.480,6.804,8.861,81.00,26.650
2024-03-18T20:30,1.367,2.130,6.544,9.018,94.00,26.650
2024-03-18T21:00,1.496,2.490,7.086,15.996,98.00,26.600
2024-03-18T21:30,1.557,2.330,7.128,8.688,122.00,26.600
2024-03-18T22:00,1.479,2.240,6.792,8.379,125.00,26.600
2024-03-18T22:30,1.461,2.150,6.722,8.427,101.00,26.550
2024-03-18T23:00,1.505,2.400,6.953,8.822,92.00,26.600
2024-03-18T23:30,1.477,2.510,6.631,8.241,129.00,26.600
2024-03-19T00:00,1.493,2.670,6.278,9.106,87.00,26.650
2024-03-19T00:30,1.602,3.230,6.690,8.598,91.00,26.600
2024-03-19T01:00,1.652,2.390,7.003,8.881,95.00,26.600
2024-03-19T01:30,1.600,2.550,6.157,9.294,102.00,26.500
2024-03-19T02:00,1.706,3.480,6.737,8.824,98.00,26.450
2024-03-19T02:30,1.611,2.460,6.023,8.518,95.00,26.400
2024-03-19T03:00,1.777,3.000,6.285,8.594,104.00,26.350
2024-03-19T03:30,1.687,2.450,6.141,8.553,98.00,26.400
2024-03-19T04:00,1.759,3.090,6.280,8.530,98.00,26.350
2024-03-19T04:30,1.779,2.930,6.482,9.167,104.00,26.250
2024-03-19T05:00,1.728,2.860,6.271,8.527,98.00,26.200
2024-03-19T05:30,1.704,2.680,6.617,8.512,98.00,26.000
2024-03-19T06:00,1.752,2.500,7.110,8.873,95.00,25.950
2024-03-19T06:30,1.626,2.490,6.825,7.589,94.00,25.950
2024-03-19T07:00,1.709,2.520,6.977,8.767,118.00,25.900
2024-03-19T07:30,1.539,2.250,6.736,8.533,88.00,25.950
2024-03-19T08:00,1.547,2.700,6.139,8.684,109.00,25.950
2024-03-19T08:30,1.722,2.700,6.804,8.623,80.00,26.000
2024-03-19T09:00,1.561,2.350,6.648,7.942,85.00,26.000
2024-03-19T09:30,1.425,2.620,6.179,8.532,120.00,26.050
2024-03-19T10:00,1.636,2.550,6.212,8.244,80.00,26.150
2024-03-19T10:30,1.689,3.060,6.712,7.875,85.00,26.150
2024-03-19T11:00,1.561,2.620,6.293,7.934,87.00,26.150
2024-03-19T11:30,1.473,2.490,6.346,8.212,90.00,26.150
2024-03-19T12:00,1.496,3.100,6.245,8.882,88.00,26.050
2024-03-19T12:30,1.454,2.330,6.678,7.887,78.00,26.000
2024-03-19T13:00,1.496,2.190,7.042,8.314,90.00,26.000
2024-03-19T13:30,1.358,1.970,6.396,7.299,80.00,26.050
2024-03-19T14:00,1.496,2.660,6.508,8.446,70.00,26.050
2024-03-19T14:30,1.544,2.480,6.089,8.190,67.00,26.100
2024-03-19T15:00,1.480,2.380,6.606,8.195,71.00,26.100
2024-03-19T15:30,1.486,2.760,6.171,8.938,70.00,26.100
2024-03-19T16:00,1.537,2.530,6.482,8.301,87.00,26.050
2024-03-19T16:30,1.589,2.340,6.630,8.847,77.00,26.050
2024-03-19T17:00,1.511,2.710,6.552,7.997,88.00,26.050
2024-03-19T17:30,1.662,2.870,6.854,8.564,80.00,26.050
2024-03-19T18:00,1.503,2.720,6.380,8.777,85.00,26.100
2024-03-19T18:30,1.535,2.490,6.441,8.183,97.00,26.150
2024-03-19T19:00,1.610,2.680,6.768,8.603,88.00,26.200
2024-03-19T19:30,1.480,2.140,6.479,8.876,132.00,26.200
2024-03-19T20:00,1.566,2.530,7.004,8.861,92.00,26.200
2024-03-19T20:30,1.568,2.300,6.399,8.885,98.00,26.200
2024-03-19T21:00,1.496,2.860,6.310,8.580,85.00,26.150
2024-03-19T21:30,1.452,2.650,6.171,8.812,92.00,26.200
2024-03-19T22:00,1.574,2.450,6.345,8.153,128.00,26.200
2024-03-19T22:30,1.640,2.570,6.575,8.777,88.00,26.200
2024-03-19T23:00,1.524,2.700,6.385,8.924,90.00,26.200
2024-03-19T23:30,1.589,2.520,6.365,8.130,91.00,26.200
2024-03-20T00:00,1.508,2.580,6.033,7.789,98.00,26.200
2024-03-20T00:30,1.744,2.790,6.383,8.604,90.00,26.150
2024-03-20T01:00,1.635,2.600,6.448,8.324,95.00,26.050
2024-03-20T01:30,1.529,2.730,6.407,8.369,90.00,26.050
2024-03-20T02:00,1.674,3.140,6.462,8.475,85.00,26.050
2024-03-20T02:30,1.697,2.710,6.525,8.788,94.00,26.050
2024-03-20T03:00,1.610,2.670,6.274,8.412,88.00,26.050
2024-03-20T03:30,1.564,2.440,6.365,8.814,95.00,26.050
2024-03-20T04:00,1.600,2.940,6.336,8.910,87.00,26.050
2024-03-20T04:30,1.624,2.560,6.448,8.994,85.00,26.000
2024-03-20T05:00,1.703,3.630,6.361,9.670,84.00,26.000
2024-03-20T05:30,1.649,2.910,6.332,8.906,95.00,26.000
2024-03-20T06:00,1.741,2.980,6.746,8.895,95.00,25.950
2024-03-20T06:30,1.792,2.650,6.818,9.318,94.00,26.000
2024-03-20T07:00,1.824,3.030,6.661,9.042,90.00,26.000
2024-03-20T07:30,1.655,3.020,6.746,9.099,83.00,26.000
2024-03-20T08:00,1.860,2.630,6.879,9.243,85.00,26.000
2024-03-20T08:30,1.710,2.840,6.551,9.280,85.00,26.000
2024-03-20T09:00,1.858,2.810,6.837,8.839,83.00,26.050
2024-03-20T09:30,1.847,3.030,6.939,9.184,92.00,26.050
2024-03-20T10:00,1.622,2.360,6.441,8.915,95.00,26.100
2024-03-20T10:30,1.717,2.760,6.254,8.890,81.00,26.150
2024-03-20T11:00,1.573,2.570,6.049,8.739,94.00,26.200
2024-03-20T11:30,1.562,2.720,6.184,8.908,90.00,26.200
